Sort Index,Vocab-Japan,Vocab-Furigana,Vocab-English,audio file,Sent-Japan,Sent-Furigana,Sent-English,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent
JLPT_Tango_N4_0416,向こう,向[む]こう,on the other side,[sound:JLPT_Tango_N4_0416.mp3],山の向こうにホテルができました。,山[やま]の 向[む]こうにホテルができました。,A hotel opened on the other side of the mountain.,,,,,Ch 03 - 楽しいこと,Sect 05 - 場所,X
JLPT_Tango_N4_0417,たずねる,たずねる,to ask,[sound:JLPT_Tango_N4_0417.mp3],おばあさんに道をたずねられました。,おばあさんに 道[みち]をたずねられました。,An old woman asked me for directions.,,,,,Ch 03 - 楽しいこと,Sect 05 - 場所,X
JLPT_Tango_N4_0418,寄る,寄[よ]る,"to stop by, to drop by",[sound:JLPT_Tango_N4_0418.mp3],学校へ行く前に銀行に寄りました。,学校[がっこう]へ 行[い]く 前[まえ]に 銀行[ぎんこう]に 寄[よ]りました。,I'm going to stop by the bank before going to school.,,,,,Ch 03 - 楽しいこと,Sect 05 - 場所,X
JLPT_Tango_N4_0419,（ビルが）できる,（ビルが）できる,(a building) to be opened,[sound:JLPT_Tango_N4_0419.mp3],駅の前に大きいビルができました。,駅[えき]の 前[まえ]に 大[おお]きいビルができました。,A large building opened up in front of the station.,,,,,Ch 03 - 楽しいこと,Sect 05 - 場所,X
JLPT_Tango_N4_0419-100,動物,動物[どうぶつ],Animals,[sound:JLPT_Tango_N4_0419-100.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 06 - 動物,
JLPT_Tango_N4_0419-101,ライオン,ライオン,Lion,[sound:JLPT_Tango_N4_0419-101.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 06 - 動物,
JLPT_Tango_N4_0419-102,ゾウ,ゾウ,Elephant,[sound:JLPT_Tango_N4_0419-102.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 06 - 動物,
JLPT_Tango_N4_0419-103,チンパンジー,チンパンジー,Chimpanzee,[sound:JLPT_Tango_N4_0419-103.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 06 - 動物,
JLPT_Tango_N4_0419-104,キリン,キリン,Giraffe,[sound:JLPT_Tango_N4_0419-104.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 06 - 動物,
JLPT_Tango_N4_0419-105,ワニ,ワニ,"Alligator, Crocodile",[sound:JLPT_Tango_N4_0419-105.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 06 - 動物,
JLPT_Tango_N4_0419-106,トラ,トラ,Tiger,[sound:JLPT_Tango_N4_0419-106.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 06 - 動物,
JLPT_Tango_N4_0419-107,ゴリラ,ゴリラ,Gorilla,[sound:JLPT_Tango_N4_0419-107.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 06 - 動物,
JLPT_Tango_N4_0419-108,クマ,クマ,Bear,[sound:JLPT_Tango_N4_0419-108.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 06 - 動物,
JLPT_Tango_N4_0419-109,ペンギン,ペンギン,Penguin,[sound:JLPT_Tango_N4_0419-109.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 06 - 動物,
JLPT_Tango_N4_0419-110,イルカ,イルカ,Dolphin,[sound:JLPT_Tango_N4_0419-110.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 06 - 動物,
JLPT_Tango_N4_0419-200,数えることば,数[かぞ]えることば,Words for counting,[sound:JLPT_Tango_N4_0419-200.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-201,一冊,一冊[いっさつ],One book,[sound:JLPT_Tango_N4_0419-201.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-202,二冊,二冊[にさつ],Two books,[sound:JLPT_Tango_N4_0419-202.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-203,三冊,三冊[さんさつ],Three books,[sound:JLPT_Tango_N4_0419-203.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-204,四冊,四冊[よんさつ],Four books,[sound:JLPT_Tango_N4_0419-204.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-205,五冊,五冊[ごさつ],Five books,[sound:JLPT_Tango_N4_0419-205.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-206,一杯,一杯[いっぱい],One drink in a glass,[sound:JLPT_Tango_N4_0419-206.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-207,二杯,二杯[にはい],Two drinks in a glass,[sound:JLPT_Tango_N4_0419-207.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-208,三杯,三杯[さんぱい],Three drinks in a glass,[sound:JLPT_Tango_N4_0419-208.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-209,四杯,四杯[よんはい],Four drinks in a glass,[sound:JLPT_Tango_N4_0419-209.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-210,五杯,五杯[ごはい],Five drinks in a glass,[sound:JLPT_Tango_N4_0419-210.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-211,一匹,一匹[いっぴき],One small animal,[sound:JLPT_Tango_N4_0419-211.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-212,二匹,二匹[にひき],Two small animals,[sound:JLPT_Tango_N4_0419-212.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-213,三匹,三匹[さんぴき],Three small animals,[sound:JLPT_Tango_N4_0419-213.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-214,四匹,四匹[よんひき],Four small animals,[sound:JLPT_Tango_N4_0419-214.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-215,五匹,五匹[ごひき],Five small animals,[sound:JLPT_Tango_N4_0419-215.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-216,一本,一本[いっぽん],"One long object, train, e-mail",[sound:JLPT_Tango_N4_0419-216.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-217,二本,二本[にほん],"Two long objects, trains, e-mails",[sound:JLPT_Tango_N4_0419-217.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-218,三本,三本[さんぽん],"Three long objects, trains, e-mails",[sound:JLPT_Tango_N4_0419-218.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-219,四本,四本[よんほん],"Four long objects, trains, e-mails",[sound:JLPT_Tango_N4_0419-219.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-220,五本,五本[ごほん],"Five long objects, trains, e-mails",[sound:JLPT_Tango_N4_0419-220.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-221,一番目,一番目[いちばんめ],First numerical order,[sound:JLPT_Tango_N4_0419-221.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-222,二番目,二番目[にばんめ],Second numerical order,[sound:JLPT_Tango_N4_0419-222.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-223,三番目,三番目[さんばんめ],Third numerical order,[sound:JLPT_Tango_N4_0419-223.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-224,四番目,四番目[よんばんめ],Fourth numerical order,[sound:JLPT_Tango_N4_0419-224.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-225,五番目,五番目[ごばんめ],Fifth numerical order,[sound:JLPT_Tango_N4_0419-225.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-226,一軒,一軒[いっけん],"One house, store",[sound:JLPT_Tango_N4_0419-226.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-227,二軒,二軒[にけん],"Two houses, stores",[sound:JLPT_Tango_N4_0419-227.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-228,三軒,三軒[さんげん],"Three houses, stores",[sound:JLPT_Tango_N4_0419-228.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-229,四軒,四軒[よんけん],"Four houses, stores",[sound:JLPT_Tango_N4_0419-229.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-230,五軒,五軒[ごけん],"Five houses, stores",[sound:JLPT_Tango_N4_0419-230.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-231,一位,一位[いちい],First place in a contest,[sound:JLPT_Tango_N4_0419-231.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-232,二位,二位[にい],Second place in a contest,[sound:JLPT_Tango_N4_0419-232.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-233,三位,三位[さんい],Third place in a contest,[sound:JLPT_Tango_N4_0419-233.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-234,四位,四位[よんい],Fourth place in a contest,[sound:JLPT_Tango_N4_0419-234.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-235,五位,五位[ごい],Fifth place in a contest,[sound:JLPT_Tango_N4_0419-235.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 07 - 数えることば,
JLPT_Tango_N4_0419-300,日本の「４７都道府県」,日本[にほん]の「４７都道府県[とどうふけん]」,The 47 Prefectures of Japan,[sound:JLPT_Tango_N4_0419-300.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-301,北海道,北海道[ほっかいどう], Hokkaido prefecture,[sound:JLPT_Tango_N4_0419-301.mp3],,,,,,,#1 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-302,青森県,青森県[あおもりけん], Aomori prefecture,[sound:JLPT_Tango_N4_0419-302.mp3],,,,,,,#2 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-303,岩手県,岩手県[いわてけん], Iwate prefecture,[sound:JLPT_Tango_N4_0419-303.mp3],,,,,,,#3 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-304,秋田県,秋田県[あきたけん], Akita prefecture,[sound:JLPT_Tango_N4_0419-304.mp3],,,,,,,#4 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-305,宮城県,宮城県[みやぎけん], Miyagi prefecture,[sound:JLPT_Tango_N4_0419-305.mp3],,,,,,,#5 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-306,山形県,山形県[やまがたけん], Yamagata prefecture,[sound:JLPT_Tango_N4_0419-306.mp3],,,,,,,#6 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-307,福島県,福島県[ふくしまけん], Fukushima prefecture,[sound:JLPT_Tango_N4_0419-307.mp3],,,,,,,#7 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-308,新潟県,新潟県[にいがたけん], Niigata prefecture,[sound:JLPT_Tango_N4_0419-308.mp3],,,,,,,#8 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-309,群馬県,群馬県[ぐんまけん], Gunma prefecture,[sound:JLPT_Tango_N4_0419-309.mp3],,,,,,,#9 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-310,栃木県,栃木県[とちぎけん], Tochigi prefecture,[sound:JLPT_Tango_N4_0419-310.mp3],,,,,,,#10 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-311,茨城県,茨城県[いばらきけん], Ibaraki prefecture,[sound:JLPT_Tango_N4_0419-311.mp3],,,,,,,#11 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-312,千葉県,千葉県[ちばけん], Chiba prefecture,[sound:JLPT_Tango_N4_0419-312.mp3],,,,,,,#12 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-313,埼玉県,埼玉県[さいたまけん], Saitama prefecture,[sound:JLPT_Tango_N4_0419-313.mp3],,,,,,,#13 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-314,東京都,東京都[とうきょうと], Tokyo prefecture,[sound:JLPT_Tango_N4_0419-314.mp3],,,,,,,#14 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-315,神奈川県,神奈川県[かながわけん], Kanagawa prefecture,[sound:JLPT_Tango_N4_0419-315.mp3],,,,,,,#15 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-316,山梨県,山梨県[やまなしけん], Yamanashi prefecture,[sound:JLPT_Tango_N4_0419-316.mp3],,,,,,,#16 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-317,長野県,長野県[ながのけん], Nagano prefecture,[sound:JLPT_Tango_N4_0419-317.mp3],,,,,,,#17 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-318,静岡県,静岡県[しずおかけん], Shizuoka prefecture,[sound:JLPT_Tango_N4_0419-318.mp3],,,,,,,#18 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-319,愛知県,愛知県[あいちけん], Aichi prefecture,[sound:JLPT_Tango_N4_0419-319.mp3],,,,,,,#19 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-320,岐阜県,岐阜県[ぎふけん], Gifu prefecture,[sound:JLPT_Tango_N4_0419-320.mp3],,,,,,,#20 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-321,富山県,富山県[とやまけん], Toyama prefecture,[sound:JLPT_Tango_N4_0419-321.mp3],,,,,,,#21 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-322,石川県,石川県[いしかわけん], Ishikawa prefecture,[sound:JLPT_Tango_N4_0419-322.mp3],,,,,,,#22 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-323,福井県,福井県[ふくいけん], Fukui prefecture,[sound:JLPT_Tango_N4_0419-323.mp3],,,,,,,#23 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-324,滋賀県,滋賀県[しがけん], Shiga prefecture,[sound:JLPT_Tango_N4_0419-324.mp3],,,,,,,#24 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-325,三重県,三重県[みえけん], Mie prefecture,[sound:JLPT_Tango_N4_0419-325.mp3],,,,,,,#25 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-326,奈良県,奈良県[ならけん], Nara prefecture,[sound:JLPT_Tango_N4_0419-326.mp3],,,,,,,#26 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-327,和歌山県,和歌山県[わかやまけん], Wakayama prefecture,[sound:JLPT_Tango_N4_0419-327.mp3],,,,,,,#27 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-328,大阪府,大阪府[おおさかふ], Osaka prefecture,[sound:JLPT_Tango_N4_0419-328.mp3],,,,,,,#28 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-329,京都府,京都府[きょうとふ], Kyoto prefecture,[sound:JLPT_Tango_N4_0419-329.mp3],,,,,,,#29 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-330,兵庫県,兵庫県[ひょうごけん], Hyōgo prefecture,[sound:JLPT_Tango_N4_0419-330.mp3],,,,,,,#30 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-331,岡山県,岡山県[おかやまけん], Okayama prefecture,[sound:JLPT_Tango_N4_0419-331.mp3],,,,,,,#31 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-332,鳥取県,鳥取県[とっとりけん], Tottori prefecture,[sound:JLPT_Tango_N4_0419-332.mp3],,,,,,,#32 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-333,島根県,島根県[しまねけん], Shimane prefecture,[sound:JLPT_Tango_N4_0419-333.mp3],,,,,,,#33 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-334,広島県,広島県[ひろしまけん], Hiroshima prefecture,[sound:JLPT_Tango_N4_0419-334.mp3],,,,,,,#34 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-335,山口県,山口県[やまぐちけん], Yamaguchi prefecture,[sound:JLPT_Tango_N4_0419-335.mp3],,,,,,,#35 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-336,香川県,香川県[かがわけん], Kagawa prefecture,[sound:JLPT_Tango_N4_0419-336.mp3],,,,,,,#36 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-337,徳島県,徳島県[とくしまけん], Tokushima prefecture,[sound:JLPT_Tango_N4_0419-337.mp3],,,,,,,#37 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-338,高知県,高知県[こうちけん], Kōchi prefecture,[sound:JLPT_Tango_N4_0419-338.mp3],,,,,,,#38 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-339,愛媛県,愛媛県[えひめけん], Ehime prefecture,[sound:JLPT_Tango_N4_0419-339.mp3],,,,,,,#39 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-340,福岡県,福岡県[ふくおかけん], Fukuoka prefecture,[sound:JLPT_Tango_N4_0419-340.mp3],,,,,,,#40 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-341,佐賀県,佐賀県[さがけん], Saga prefecture,[sound:JLPT_Tango_N4_0419-341.mp3],,,,,,,#41 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-342,長崎県,長崎県[ながさきけん], Nagasaki prefecture,[sound:JLPT_Tango_N4_0419-342.mp3],,,,,,,#42 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-343,熊本県,熊本県[くまもとけん], Kumamoto prefecture,[sound:JLPT_Tango_N4_0419-343.mp3],,,,,,,#43 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-344,大分県,大分県[おおいたけん], Ōita prefecture,[sound:JLPT_Tango_N4_0419-344.mp3],,,,,,,#44 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-345,宮崎県,宮崎県[みやざきけん], Miyazaki prefecture,[sound:JLPT_Tango_N4_0419-345.mp3],,,,,,,#45 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-346,鹿児島県,鹿児島県[かごしまけん], Kagoshima prefecture,[sound:JLPT_Tango_N4_0419-346.mp3],,,,,,,#46 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-347,沖縄県,沖縄県[おきなわけん], Okinawa prefecture,[sound:JLPT_Tango_N4_0419-347.mp3],,,,,,,#47 on map,Ch 03 - 楽しいこと,Sect 08 - 日本の「４７都道府県」,
JLPT_Tango_N4_0419-400,日本の「大きな都市」,日本[にほん]の「大[おお]きな都市[とし]」,The Major Cities of Japan,[sound:JLPT_Tango_N4_0419-400.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 09 - 日本の「大きな都市」,
JLPT_Tango_N4_0419-401,札幌市,札幌市[さっぽろし],Sapporo city,[sound:JLPT_Tango_N4_0419-401.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 09 - 日本の「大きな都市」,
JLPT_Tango_N4_0419-402,仙台市,仙台市[せんだいし],Sendai city,[sound:JLPT_Tango_N4_0419-402.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 09 - 日本の「大きな都市」,
JLPT_Tango_N4_0419-403,新潟市,新潟市[にいがたし],Niigata city,[sound:JLPT_Tango_N4_0419-403.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 09 - 日本の「大きな都市」,
JLPT_Tango_N4_0419-404,横浜市,横浜市[よこはまし],Yokohama city,[sound:JLPT_Tango_N4_0419-404.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 09 - 日本の「大きな都市」,
JLPT_Tango_N4_0419-405,金沢市,金沢市[かなざわし],Kanazawa city,[sound:JLPT_Tango_N4_0419-405.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 09 - 日本の「大きな都市」,
JLPT_Tango_N4_0419-406,静岡市,静岡市[しずおかし],Shizuoka city,[sound:JLPT_Tango_N4_0419-406.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 09 - 日本の「大きな都市」,
JLPT_Tango_N4_0419-407,名古屋市,名古屋市[なごやし],Nagoya city,[sound:JLPT_Tango_N4_0419-407.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 09 - 日本の「大きな都市」,
JLPT_Tango_N4_0419-408,京都市,京都市[きょうとし],Kyouto city,[sound:JLPT_Tango_N4_0419-408.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 09 - 日本の「大きな都市」,
JLPT_Tango_N4_0419-409,大阪市,大阪市[おおさかし],Oosaka city,[sound:JLPT_Tango_N4_0419-409.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 09 - 日本の「大きな都市」,
JLPT_Tango_N4_0419-410,神戸市,神戸市[こうべし],Koube city,[sound:JLPT_Tango_N4_0419-410.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 09 - 日本の「大きな都市」,
JLPT_Tango_N4_0419-411,岡山市,岡山市[おかやまし],Okayama city,[sound:JLPT_Tango_N4_0419-411.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 09 - 日本の「大きな都市」,
JLPT_Tango_N4_0419-412,広島市,広島市[ひろしまし],Hiroshima city,[sound:JLPT_Tango_N4_0419-412.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 09 - 日本の「大きな都市」,
JLPT_Tango_N4_0419-413,福岡市,福岡市[ふくおかし],Fukuoka city,[sound:JLPT_Tango_N4_0419-413.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 09 - 日本の「大きな都市」,
JLPT_Tango_N4_0419-414,熊本市,熊本市[くまもとし],Kumamoto city,[sound:JLPT_Tango_N4_0419-414.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 09 - 日本の「大きな都市」,
JLPT_Tango_N4_0419-415,長崎市,長崎市[ながさきし],Nagasaki city,[sound:JLPT_Tango_N4_0419-415.mp3],,,,,,,,Ch 03 - 楽しいこと,Sect 09 - 日本の「大きな都市」,
JLPT_Tango_N4_0420,天気予報,天気[てんき] 予報[よほう],weather forecast,[sound:JLPT_Tango_N4_0420.mp3],毎朝、天気予報をチェックします。,毎朝[まいあさ]、 天気[てんき] 予報[よほう]をチェックします。,I check the weather report every day.,,,,,Ch 04 - 出かけよう！,Sect 01 - 天気,X
JLPT_Tango_N4_0421,青空,青空[あおぞら],blue sky,[sound:JLPT_Tango_N4_0421.mp3],今日はとてもきれいな青空です。,今日[きょう]はとてもきれいな 青空[あおぞら]です。,"Today, there are very beautiful blue skies.",,,,,Ch 04 - 出かけよう！,Sect 01 - 天気,X
JLPT_Tango_N4_0422,晴れる,晴[は]れる,to be clear,[sound:JLPT_Tango_N4_0422.mp3],明日は晴れるでしょう。,明日[あした]は 晴[は]れるでしょう。,The weather is probably going to be clear tomorrow.,,,,,Ch 04 - 出かけよう！,Sect 01 - 天気,X
JLPT_Tango_N4_0422-005,晴れ,晴[は]れ,clear weather,[sound:JLPT_Tango_N4_0422-005.mp3],,,,,,,Related meaning to 晴れる,Ch 04 - 出かけよう！,Sect 01 - 天気,
JLPT_Tango_N4_0423,くもり,くもり,cloudy weather,[sound:JLPT_Tango_N4_0423.mp3],今週は毎日くもりです。,今週[こんしゅう]は 毎日[まいにち]くもりです。,It's going to be cloudy every day this week.,,,,,Ch 04 - 出かけよう！,Sect 01 - 天気,X
JLPT_Tango_N4_0423-005,くもる,くもる,to be cloudy,[sound:JLPT_Tango_N4_0423-005.mp3],,,,,,,Related meaning to くもり,Ch 04 - 出かけよう！,Sect 01 - 天気,
JLPT_Tango_N4_0424,風,風[かぜ],wind,[sound:JLPT_Tango_N4_0424.mp3],強い風で電車が止まってしまいました。,強[つよ]い 風[かぜ]で 電車[でんしゃ]が 止[と]まってしまいました。,The trains were stopped due to strong winds.,,,,,Ch 04 - 出かけよう！,Sect 01 - 天気,X
JLPT_Tango_N4_0425,吹く,吹[ふ]く,to blow,[sound:JLPT_Tango_N4_0425.mp3],今日はとても強い風が吹いています。,今日[きょう]はとても 強[つよ]い 風[かぜ]が 吹[ふ]いています。,"Today, there are very strong winds blowing.",,,,,Ch 04 - 出かけよう！,Sect 01 - 天気,X
JLPT_Tango_N4_0426,やむ,やむ,to stop,[sound:JLPT_Tango_N4_0426.mp3],雨はもうすぐやむでしょう。,雨[あめ]はもうすぐやむでしょう。,The rain is probably going to stop soon.,,,,,Ch 04 - 出かけよう！,Sect 01 - 天気,X
