Sort Index,Vocab-Japan,Vocab-Furigana,Vocab-English,audio file,Sent-Japan,Sent-Furigana,Sent-English,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent,Digital Sort,4 Digit Sort,Vocab-Audio,Sent/Vocab-English
JLPT_Tango_N5_0656,ぶっか,ぶっか,Cost of Living,[sound:JLPT_Tango_N5_0656.mp3],東京は<b>ぶっか</b>が高いです。,東京[とうきょう]は<b>ぶっか</b>が 高[たか]いです。,The cost of living in Tokyo is high.,,,,,Ch 07 - 買い物,Sect 01 - 買い物,X,656,0656,JLPT_Tango_N5_0656.mp3,<b>Cost of Living</b><div>The cost of living in Tokyo is high.</div>
JLPT_Tango_N5_0657,いくつ,いくつ,How Many,[sound:JLPT_Tango_N5_0657.mp3],A 「りんごを<b>いくつ</b>買いましたか。」 -- B 「五つ買いました。」,A 「りんごを<b>いくつ</b> 買[か]いましたか。」 -- B 「 五[いつ]つ 買[か]いました。」,A. How many apples did you buy? -- B. I bought five.,,,,,Ch 07 - 買い物,Sect 01 - 買い物,X,657,0657,JLPT_Tango_N5_0657.mp3,<b>How Many</b><div>A. How many apples did you buy?</div><div>B. I bought five.</div>
JLPT_Tango_N5_0658,ぜんぶで,ぜんぶで,In Total,[sound:JLPT_Tango_N5_0658.mp3],A 「りんごを五つください。」 -- B 「はい。<b>ぜんぶで</b>５００円です。」,A 「りんごを 五[いつ]つください。」 -- B 「はい。<b>ぜんぶで</b>５００円[ごひゃくえん] です。」,A. Please give me 5 apples. -- B. Here you go. It's 500 yen in all.,,,,,Ch 07 - 買い物,Sect 01 - 買い物,X,658,0658,JLPT_Tango_N5_0658.mp3,<b>In Total</b><div>A. Please give me 5 apples.</div><div>B. Here you go. It's 500 yen in all.</div>
JLPT_Tango_N5_0659-01,一つ,一[ひと]つ,1 (General Counting),[sound:JLPT_Tango_N5_0659-01.mp3],,,,,,,,Ch 07 - 買い物,Sect 01 - 買い物,,659.01,0659-01,JLPT_Tango_N5_0659-01.mp3,<b>1 (General Counting)</b>
JLPT_Tango_N5_0659-02,二つ,二[ふた]つ,2 (General Counting),[sound:JLPT_Tango_N5_0659-02.mp3],,,,,,,,Ch 07 - 買い物,Sect 01 - 買い物,,659.02,0659-02,JLPT_Tango_N5_0659-02.mp3,<b>2 (General Counting)</b>
JLPT_Tango_N5_0659-03,三つ,三[みっ]つ,3 (General Counting),[sound:JLPT_Tango_N5_0659-03.mp3],,,,,,,,Ch 07 - 買い物,Sect 01 - 買い物,,659.03,0659-03,JLPT_Tango_N5_0659-03.mp3,<b>3 (General Counting)</b>
JLPT_Tango_N5_0659-04,四つ,四[よっ]つ,4 (General Counting),[sound:JLPT_Tango_N5_0659-04.mp3],,,,,,,,Ch 07 - 買い物,Sect 01 - 買い物,,659.04,0659-04,JLPT_Tango_N5_0659-04.mp3,<b>4 (General Counting)</b>
JLPT_Tango_N5_0659-05,五つ,五[いつ]つ,5 (General Counting),[sound:JLPT_Tango_N5_0659-05.mp3],,,,,,,,Ch 07 - 買い物,Sect 01 - 買い物,,659.05,0659-05,JLPT_Tango_N5_0659-05.mp3,"<b>5 (General Counting), Note: いつつ</b>"
JLPT_Tango_N5_0659-06,六つ,六[むっ]つ,6 (General Counting),[sound:JLPT_Tango_N5_0659-06.mp3],,,,,,,,Ch 07 - 買い物,Sect 01 - 買い物,,659.06,0659-06,JLPT_Tango_N5_0659-06.mp3,<b>6 (General Counting)</b>
JLPT_Tango_N5_0659-07,七つ,七[なな]つ,7 (General Counting),[sound:JLPT_Tango_N5_0659-07.mp3],,,,,,,,Ch 07 - 買い物,Sect 01 - 買い物,,659.07,0659-07,JLPT_Tango_N5_0659-07.mp3,<b>7 (General Counting)</b>
JLPT_Tango_N5_0659-08,八つ,八[やっ]つ,8 (General Counting),[sound:JLPT_Tango_N5_0659-08.mp3],,,,,,,,Ch 07 - 買い物,Sect 01 - 買い物,,659.08,0659-08,JLPT_Tango_N5_0659-08.mp3,<b>8 (General Counting)</b>
JLPT_Tango_N5_0659-09,九つ,九[ここの]つ,9 (General Counting),[sound:JLPT_Tango_N5_0659-09.mp3],,,,,,,,Ch 07 - 買い物,Sect 01 - 買い物,,659.09,0659-09,JLPT_Tango_N5_0659-09.mp3,<b>9 (General Counting)</b>
JLPT_Tango_N5_0659-10,十 (Generic Counting),十[とお],10 (General Counting),[sound:JLPT_Tango_N5_0659-10.mp3],,,,,,,,Ch 07 - 買い物,Sect 01 - 買い物,,659.1,0659-10,JLPT_Tango_N5_0659-10.mp3,<b>10 (General Counting)</b>
JLPT_Tango_N5_0660,みせ,みせ,Shop,[sound:JLPT_Tango_N5_0660.mp3],いろいろな<b>みせ</b>があります。,いろいろな<b>みせ</b>があります。,There are different kinds of shops.,,,,,Ch 07 - 買い物,Sect 02 - 店,X,660,0660,JLPT_Tango_N5_0660.mp3,<b>Shop</b><div>There are different kinds of shops.</div>
JLPT_Tango_N5_0661,パンや,パンや,Bakery,[sound:JLPT_Tango_N5_0661.mp3],<b>パンや</b>でパンを買います。,<b>パンや</b>でパンを 買[か]います。,I will buy bread at the bakery.,,,,,Ch 07 - 買い物,Sect 02 - 店,X,661,0661,JLPT_Tango_N5_0661.mp3,<b>Bakery</b><div>I will buy bread at the bakery.</div>
JLPT_Tango_N5_0662,デパート,デパート,Department Store,[sound:JLPT_Tango_N5_0662.mp3],日よう日に<b>デパート</b>で買い物しました。,日[にち]よう 日[び]に<b>デパート</b>で 買い物[かいもの]しました。,I went shopping at the department store on Sunday.,,,,,Ch 07 - 買い物,Sect 02 - 店,X,662,0662,JLPT_Tango_N5_0662.mp3,<b>Department Store</b><div>I went shopping at the department store on Sunday.</div>
JLPT_Tango_N5_0663,コンビニ,コンビニ,Convenience Store,[sound:JLPT_Tango_N5_0663.mp3],<b>コンビニ</b>でおべんとうを買います。,<b>コンビニ</b>でおべんとうを 買[か]います。,I will buy a box lunch at the convenience store.,,,,,Ch 07 - 買い物,Sect 02 - 店,X,663,0663,JLPT_Tango_N5_0663.mp3,<b>Convenience Store</b><div>I will buy a box lunch at the convenience store.</div>
JLPT_Tango_N5_0664,うる,うる,Sell,[sound:JLPT_Tango_N5_0664.mp3],コンビニでおにぎりを<b>うって</b>います。,コンビニでおにぎりを<b>うって</b>います。,The convenience store sells rice balls.,,,,,Ch 07 - 買い物,Sect 02 - 店,X,664,0664,JLPT_Tango_N5_0664.mp3,<b>うる - Sell</b><div>The convenience store sells rice balls.</div>
JLPT_Tango_N5_0665,うりば,うりば,"Counter, Booth",[sound:JLPT_Tango_N5_0665.mp3],A 「やさいの<b>うりば</b>はどこですか。」 -- B 「あそこです。」,A 「やさいの<b>うりば</b>はどこですか。」 -- B 「あそこです。」,A. Where is the counter that sells vegetables? -- B. It's over there.,,,,,Ch 07 - 買い物,Sect 02 - 店,X,665,0665,JLPT_Tango_N5_0665.mp3,"<b>Counter, Booth</b><div>A. Where is the counter that sells vegetables?</div><div>B. It's over there.</div>"
JLPT_Tango_N5_0666,コーナー,コーナー,"Area, Counter",[sound:JLPT_Tango_N5_0666.mp3],ニョクマムはしょうゆの<b>コーナー</b>にあります。,ニョクマムはしょうゆの<b>コーナー</b>にあります。,Nuoc mam is in the area where the soy sauce is.,,,,,Ch 07 - 買い物,Sect 02 - 店,X,666,0666,JLPT_Tango_N5_0666.mp3,"<b>Area, Counter</b><div>Nuoc mam is in the area where the soy sauce is.</div>"
JLPT_Tango_N5_0667,たな,たな,Shelf,[sound:JLPT_Tango_N5_0667.mp3],飲み物はその<b>たな</b>です。,飲み物[のみもの]はその<b>たな</b>です。,The drinks are on that shelf.,,,,,Ch 07 - 買い物,Sect 02 - 店,X,667,0667,JLPT_Tango_N5_0667.mp3,<b>Shelf</b><div>The drinks are on that shelf.</div>
JLPT_Tango_N5_0668,コピー(する),コピー(する),Copy,[sound:JLPT_Tango_N5_0668.mp3],コンビニで<b>コピーし</b>ます。,コンビニで<b>コピーし</b>ます。,I will make a copy at the convenience store.,,,,,Ch 07 - 買い物,Sect 02 - 店,X,668,0668,JLPT_Tango_N5_0668.mp3,<b>コピー(する) - Copy</b><div>I will make a copy at the convenience store.</div>
JLPT_Tango_N5_0669,チケット,チケット,Ticket,[sound:JLPT_Tango_N5_0669.mp3],コンサートの<b>チケット</b>を買います。,コンサートの<b>チケット</b>を 買[か]います。,I will buy a ticket to the concert.,,,,,Ch 07 - 買い物,Sect 02 - 店,X,669,0669,JLPT_Tango_N5_0669.mp3,<b>Ticket</b><div>I will buy a ticket to the concert.</div>
JLPT_Tango_N5_0670,カタログ,カタログ,Catalog,[sound:JLPT_Tango_N5_0670.mp3],パソコンの<b>カタログ</b>を見ます。,パソコンの<b>カタログ</b>を 見[み]ます。,I will look at the computer catalog.,,,,,Ch 07 - 買い物,Sect 02 - 店,X,670,0670,JLPT_Tango_N5_0670.mp3,<b>Catalog</b><div>I will look at the computer catalog.</div>
JLPT_Tango_N5_0671,ざっし,ざっし,Magazine,[sound:JLPT_Tango_N5_0671.mp3],喫茶店で<b>ざっし</b>を読みました。,喫茶店[きっさてん]で<b>ざっし</b>を 読[よ]みました。,I read a magazine at the coffee shop.,,,,,Ch 07 - 買い物,Sect 02 - 店,X,671,0671,JLPT_Tango_N5_0671.mp3,<b>Magazine</b><div>I read a magazine at the coffee shop.</div>
JLPT_Tango_N5_0672,しんぶん,しんぶん,Newspaper,[sound:JLPT_Tango_N5_0672.mp3],コンビニで<b>しんぶん</b>を買います。,コンビニで<b>しんぶん</b>を 買[か]います。,I bought a newspaper at the convenience store.,,,,,Ch 07 - 買い物,Sect 02 - 店,X,672,0672,JLPT_Tango_N5_0672.mp3,<b>Newspaper</b><div>I bought a newspaper at the convenience store.</div>
JLPT_Tango_N5_0673,ほしい,ほしい,Want,[sound:JLPT_Tango_N5_0673.mp3],小さいパソコンが<b>ほしい</b>です。,小[ちい]さいパソコンが<b>ほしい</b>です。,I want a small computer.,,,,,Ch 07 - 買い物,Sect 02 - 店,X,673,0673,JLPT_Tango_N5_0673.mp3,<b>Want</b><div>I want a small computer.</div>
JLPT_Tango_N5_0674-01,できる,できる,Can (A Possible Situation / Having the Ability to do Something),[sound:JLPT_Tango_N5_0674-01.mp3],① コンビニでチケットのよやくが<b>でき</b>ます。,①コンビニでチケットのよやくが<b>でき</b>ます。,1. You can make reservations for the ticket at the convenience store.,,,,1. A possible situation,Ch 07 - 買い物,Sect 02 - 店,X,674.1,0674-01,JLPT_Tango_N5_0674-01.mp3,<b>できる - Can (A Possible Situation / Having the Ability to do Something)</b><div>1. You can make reservations for the ticket at the convenience store.</div>
JLPT_Tango_N5_0674-02,できる,できる,Can (A Possible Situation / Having the Ability to do Something),[sound:JLPT_Tango_N5_0674-02.mp3],② ダンスが<b>でき</b>ます。,②ダンスが<b>でき</b>ます。,2. I can dance.,,,,2. Having the ability to do something.,Ch 07 - 買い物,Sect 02 - 店,X,674.2,0674-02,JLPT_Tango_N5_0674-02.mp3,<b>できる - Can (A Possible Situation / Having the Ability to do Something)</b><div>2. I can dance.</div>
JLPT_Tango_N5_0675,～でございます,～でございます,Is (Item Cost),[sound:JLPT_Tango_N5_0675.mp3],きゃく 「いくらですか。」 -- てんいん 「３５００円<b>でございます</b>。」,きゃく 「いくらですか。」 -- てんいん 「 ３５００円[さんぜんごひゃくえん]<b>でございます</b>。」,Customer: How much is it? -- Clerk: It's 3500 yen.,,,,,Ch 07 - 買い物,Sect 02 - 店,X,675,0675,JLPT_Tango_N5_0675.mp3,<b>～でございます - Is (Item Cost)</b><div>Customer: How much is it?</div><div>Clerk: It's 3500 yen.</div>
JLPT_Tango_N5_0676,おさがしですか。,おさがしですか。,Are you looking for something?,[sound:JLPT_Tango_N5_0676.mp3],A「どんなカメラを<b>おさがしですか</b>。」 -- B「このカメラを<b>見せて</b>ください。」 -- A「<b>かしこまりました。</b><b>しょうしょうおまちください。</b>」,A「どんなカメラを<b>おさがしですか</b>。」 -- B「このカメラを見[み]せてください。」 -- A「かしこまりました。しょうしょうおまちください。」,A: What kind of camera are you looking for? -- B: Please show me that camera. -- A: Very well. Please wait a little bit.,,,,,Ch 07 - 買い物,Sect 02 - 店,X,676,0676,JLPT_Tango_N5_0676.mp3,<b>Are you looking for something?</b>
JLPT_Tango_N5_0677,見せる,見[み]せる,Show,[sound:JLPT_Tango_N5_0677.mp3],A「どんなカメラをおさがしですか。」 -- B「このカメラを<b>見せて</b>ください。」 -- A「かしこまりました。しょうしょうおまちください。」,A「どんなカメラをおさがしですか。」 -- B「このカメラを<b>見[み]せて</b>ください。」 -- A「かしこまりました。しょうしょうおまちください。」,A: What kind of camera are you looking for? -- B: Please show me that camera. -- A: Very well. Please wait a little bit.,,,,,Ch 07 - 買い物,Sect 02 - 店,X,677,0677,JLPT_Tango_N5_0677.mp3,<b>Show</b>
JLPT_Tango_N5_0678,かしこまりました。,かしこまりました。,Very well.,[sound:JLPT_Tango_N5_0678.mp3],A「どんなカメラをおさがしですか。」 -- B「このカメラを見せてください。」 -- A「<b>かしこまりました。</b>しょうしょうおまちください」,A「どんなカメラをおさがしですか。」 -- B「このカメラを見[み]せてください。」 -- A「<b>かしこまりました。</b>しょうしょうおまちください。」,A: What kind of camera are you looking for? -- B: Please show me that camera. -- A: Very well. Please wait a little bit.,,,,,Ch 07 - 買い物,Sect 02 - 店,X,678,0678,JLPT_Tango_N5_0678.mp3,<b>Very well.</b>
JLPT_Tango_N5_0679,しょうしょうおまちください。,しょうしょうおまちください。,Please wait a while.,[sound:JLPT_Tango_N5_0679.mp3],A「どんなカメラをおさがしですか。」 -- B「このカメラを見せてください。」 -- A「かしこまりました。<b>しょうしょうおまちください。</b>」,A「どんなカメラをおさがしですか。」 -- B「このカメラを見[み]せてください。」 -- A「かしこまりました。<b>しょうしょうおまちください。</b>」,A: What kind of camera are you looking for? -- B: Please show me that camera. -- A: Very well. Please wait a little bit.,,,,,Ch 07 - 買い物,Sect 02 - 店,X,679,0679,JLPT_Tango_N5_0679.mp3,<b>Please wait a while.</b>
JLPT_Tango_N5_0680,～方,～方[かた],Way to ~,[sound:JLPT_Tango_N5_0680.mp3],A「ATMの<b>使い方</b>がわかりません。」 -- B「おひきだしですか。」 -- A「はい。」 -- B「では、こちらへどうぞ。」,A「ATMの<b>使い方[つかいかた]</b>がわかりません。」 -- B「おひきだしですか。」 -- A「はい。」 -- B「では、こちらへどうぞ。」,A: I don't know how to use the ATM. -- B: Are you here for a withdrawel? -- A: Yes. -- B: Then come this way please.,,,,,Ch 07 - 買い物,Sect 03 - ATM,X,680,0680,JLPT_Tango_N5_0680.mp3,<div><b>Way to Use Something</b></div>I don't know how to use the ATM.
JLPT_Tango_N5_0681,おひきだしですか。,おひきだしですか。,Are you here for a withdrawal?,[sound:JLPT_Tango_N5_0681.mp3],A「ATMの使い方がわかりません。」 -- B「<b>おひきだしですか。</b>」 -- A「はい。」 -- B「では、こちらへどうぞ。」,A「ATMの<b>使い方[つかいかた]</b>がわかりません。」 -- B「<b>おひきだしですか。</b>」 -- A「はい。」 -- B「<b>では、こちらへどうぞ。</b>」,A: I don't know how to use the ATM. -- B: Are you here for a withdrawel? -- A: Yes. -- B: Then come this way please.,,,,,Ch 07 - 買い物,Sect 03 - ATM,X,681,0681,JLPT_Tango_N5_0681.mp3,<div><b>Are you here for a withdrawal?</b></div>
JLPT_Tango_N5_0682,げんきん,げんきん,Cash,[sound:JLPT_Tango_N5_0682.mp3],<b>げんきん</b>がありません。,<b>げんきん</b>がありません。,I don't have any cash.,,,,,Ch 07 - 買い物,Sect 03 - ATM,X,682,0682,JLPT_Tango_N5_0682.mp3,<b>Cash</b><div>I don't have any cash.</div>
JLPT_Tango_N5_0683,ATM,ATM[エーティーエム],Automatic Teller Machine,[sound:JLPT_Tango_N5_0683.mp3],こちらに<b>ATM</b>があります。,こちらに <b>ATM[エーティーエム]</b>があります。,There is an ATM here.,,,,,Ch 07 - 買い物,Sect 03 - ATM,X,683,0683,JLPT_Tango_N5_0683.mp3,<b>Automatic Teller Machine</b><div>There is an ATM here.</div>
JLPT_Tango_N5_0684,おろし,おろす,Withdraw,[sound:JLPT_Tango_N5_0684.mp3],ATMでお金を<b>おろし</b>ます。,ATMでお 金[かね]を<b>おろし</b>ます。,I will withdraw cash from the ATM.,,,,,Ch 07 - 買い物,Sect 03 - ATM,X,684,0684,JLPT_Tango_N5_0684.mp3,<b>おろす - Withdraw</b><div>I will withdraw cash from the ATM.</div>
JLPT_Tango_N5_0685,まず,まず,First,[sound:JLPT_Tango_N5_0685.mp3],<b>まず</b>キャッシュカードを入れてください。,<b>まず</b><b>キャッシュカード</b>を 入[い]れてください。,"First, please insert your cash card.",,,,,Ch 07 - 買い物,Sect 03 - ATM,X,685,0685,JLPT_Tango_N5_0685.mp3,"<div><b>First</b>,<b>Cash Card</b></div>First, please insert your cash card."
JLPT_Tango_N5_0686,キャッシュカード,キャッシュカード,Cash Card,[sound:JLPT_Tango_N5_0686.mp3],まず<b>キャッシュカード</b>を入れてください。,<b>まず</b><b>キャッシュカード</b>を 入[い]れてください。,"First, please insert your cash card.",,,,,Ch 07 - 買い物,Sect 03 - ATM,X,686,0686,JLPT_Tango_N5_0686.mp3,"<div><b>First</b>,<b>Cash Card</b></div>First, please insert your cash card."
JLPT_Tango_N5_0687,つぎに,つぎに,Next,[sound:JLPT_Tango_N5_0687.mp3],<b>つぎに</b>あんしょうばんごうをおしてください。,<b>つぎに</b>あんしょうばんごうをおしてください。,"Then, enter your PIN.",,,,,Ch 07 - 買い物,Sect 03 - ATM,X,687,0687,JLPT_Tango_N5_0687.mp3,"<b>Next</b>,<b>PIN Code</b>,<b>おす - Push</b><div>Then, enter your PIN.</div>"
JLPT_Tango_N5_0688,あんしょうばんごう,あんしょうばんごう,PIN Code,[sound:JLPT_Tango_N5_0688.mp3],つぎに<b>あんしょうばんごう</b>をおしてください。,つぎに<b>あんしょうばんごう</b>をおしてください。,"Then, enter your PIN.",,,,,Ch 07 - 買い物,Sect 03 - ATM,X,688,0688,JLPT_Tango_N5_0688.mp3,"<b>Next</b>,<b>PIN Code</b>,<b>おす - Push</b><div>Then, enter your PIN.</div>"
JLPT_Tango_N5_0689,おして,おす,Push,[sound:JLPT_Tango_N5_0689.mp3],つぎにあんしょうばんごうを<b>おして</b>ください。,つぎにあんしょうばんごうをおしてください。,"Then, enter your PIN.",,,,,Ch 07 - 買い物,Sect 03 - ATM,X,689,0689,JLPT_Tango_N5_0689.mp3,"<b>Next</b>,<b>PIN Code</b>,<b>おす - Push</b><div>Then, enter your PIN.</div>"
JLPT_Tango_N5_0690,それから,それから,Then,[sound:JLPT_Tango_N5_0690.mp3],<b>それから</b>きんがくをおしてください。,<b>それから</b>きんがくをおしてください。,"Then, enter the amount of cash you would like.",,,,,Ch 07 - 買い物,Sect 03 - ATM,X,690,0690,JLPT_Tango_N5_0690.mp3,"<b>Then</b>,<b>Amount</b>,<b>おす - Push</b><div>Then, enter the amount of cash you would like.</div>"
JLPT_Tango_N5_0691,きんがく,きんがく,Amount,[sound:JLPT_Tango_N5_0691.mp3],それから<b>きんがく</b>をおしてください。,それから<b>きんがく</b>をおしてください。,"Then, enter the amount of cash you would like.",,,,,Ch 07 - 買い物,Sect 03 - ATM,X,691,0691,JLPT_Tango_N5_0691.mp3,"<b>Then</b>,<b>Amount</b>,<b>おす - Push</b><div>Then, enter the amount of cash you would like.</div>"
JLPT_Tango_N5_0692,かくにん,かくにん(する) ,Confirm,[sound:JLPT_Tango_N5_0692.mp3],<b>かくにん</b>ボタンをおしてください。,<b>かくにん</b>ボタンをおしてください。,Press the confirmation button.,,,,,Ch 07 - 買い物,Sect 03 - ATM,X,692,0692,JLPT_Tango_N5_0692.mp3,"<b>かくにん(する) - Confirm</b>,<b>Button</b>,<b>おす - Push</b><div>Press the confirmation button.</div>"
JLPT_Tango_N5_0693,ボタン,ボタン,Button,[sound:JLPT_Tango_N5_0693.mp3],かくにん<b>ボタン</b>をおしてください。,かくにん<b>ボタン</b>をおしてください。,Press the confirmation button.,,,,,Ch 07 - 買い物,Sect 03 - ATM,X,693,0693,JLPT_Tango_N5_0693.mp3,"<b>かくにん(する) - Confirm</b>,<b>Button</b>,<b>おす - Push</b><div>Press the confirmation button.</div>"
JLPT_Tango_N5_0694,出る,出る,Come Out,[sound:JLPT_Tango_N5_0694.mp3],ここからお金が<b>出</b>ます。,ここからお 金[かね]が <b>出[で]</b>ます。,The money will come out from here.,,,,,Ch 07 - 買い物,Sect 03 - ATM,X,694,0694,JLPT_Tango_N5_0694.mp3,<b>出る - Come Out</b><div>The money will come out from here.</div>
JLPT_Tango_N5_0695,かえ,かえる,Exchange,[sound:JLPT_Tango_N5_0695.mp3],円をドルに<b>かえ</b>ます。,円[えん]をドルに<b>かえ</b>ます。,I will exchange yen to dollars.,,,,,Ch 07 - 買い物,Sect 03 - ATM,X,695,0695,JLPT_Tango_N5_0695.mp3,<b>かえる - Exchange</b><div>I will exchange yen to dollars.</div>
JLPT_Tango_N5_0696,ゆうびんきょく,ゆうびんきょく,Post Office,[sound:JLPT_Tango_N5_0696.mp3],あした、<b>ゆうびんきょく</b>へ行きます。,あした、<b>ゆうびんきょく</b>へ 行[い]きます。,I will go to the post office tomorrow.,,,,,Ch 07 - 買い物,Sect 04 - 送る,X,696,0696,JLPT_Tango_N5_0696.mp3,<b>Post Office</b><div>I will go to the post office tomorrow.</div>
JLPT_Tango_N5_0697,ポスト,ポスト,Mailbox,[sound:JLPT_Tango_N5_0697.mp3],はがきを<b>ポスト</b>に入れます。,はがきを<b>ポスト</b>に 入[い]れます。,I will put the postcard in the mail box.,,,,,Ch 07 - 買い物,Sect 04 - 送る,X,697,0697,JLPT_Tango_N5_0697.mp3,<b>Mailbox</b><div>I will put the postcard in the mail box.</div>
JLPT_Tango_N5_0698,てがみ,てがみ,Letter,[sound:JLPT_Tango_N5_0698.mp3],<b>てがみ</b>を書きます。,<b>てがみ</b>を 書[か]きます。,I will write a letter.,,,,,Ch 07 - 買い物,Sect 04 - 送る,X,698,0698,JLPT_Tango_N5_0698.mp3,<b>Letter</b><div>I will write a letter.</div>
JLPT_Tango_N5_0699,はがき,はがき,Postcard,[sound:JLPT_Tango_N5_0699.mp3],<b>はがき</b>を３枚おねがいします。,<b>はがき</b>を３ 枚[まい]おねがいします。,"Can I have three postcards, please?",,,,,Ch 07 - 買い物,Sect 04 - 送る,X,699,0699,JLPT_Tango_N5_0699.mp3,"<b>Postcard</b><div>Can I have three postcards, please?</div>"
JLPT_Tango_N5_0700,ねんがじょう,ねんがじょう,New Year's Card,[sound:JLPT_Tango_N5_0700.mp3],先生に<b>ねんがじょう</b>を出します。,先生[せんせい]に<b>ねんがじょう</b>を 出[だ]します。,I will send a New Year's card to my teacher.,,,,,Ch 07 - 買い物,Sect 04 - 送る,X,700,0700,JLPT_Tango_N5_0700.mp3,<b>New Year's Card</b><div>I will send a New Year's card to my teacher.</div>
JLPT_Tango_N5_0701,出す,出[だ]す,出す- Send,[sound:JLPT_Tango_N5_0701.mp3],こうくうびんでてがみを<b>出し</b>ます。,こうくうびんでてがみを <b>出[だ]し</b>ます。,I will send a letter by airmail.,,,,,Ch 07 - 買い物,Sect 04 - 送る,X,701,0701,JLPT_Tango_N5_0701.mp3,<b>出す- Send</b><div>I will send a letter by airmail.</div>
JLPT_Tango_N5_0702,メール,メール,Mail,[sound:JLPT_Tango_N5_0702.mp3],<b>メール</b>をおくります。,<b>メール</b>をおくります。,I will send you mail.,,,,,Ch 07 - 買い物,Sect 04 - 送る,X,702,0702,JLPT_Tango_N5_0702.mp3,<b>Mail</b><div>I will send you mail.</div>
JLPT_Tango_N5_0703,おくる,おくる,Send,[sound:JLPT_Tango_N5_0703.mp3],かぞくににもつを<b>おくり</b>ます。,かぞくににもつを<b>おくり</b>ます。,I will send a package to the family.,,,,,Ch 07 - 買い物,Sect 04 - 送る,X,703,0703,JLPT_Tango_N5_0703.mp3,<b>おくる - Send</b><div>I will send a package to the family.</div>
JLPT_Tango_N5_0704,きって,きって,Stamp,[sound:JLPT_Tango_N5_0704.mp3],<b>きって</b>を買います。,<b>きって</b>を 買[か]います。,I will buy stamps.,,,,,Ch 07 - 買い物,Sect 04 - 送る,X,704,0704,JLPT_Tango_N5_0704.mp3,<b>Stamp</b><div>I will buy stamps.</div>
JLPT_Tango_N5_0705,あつめる,あつめる,Collect,[sound:JLPT_Tango_N5_0705.mp3],きってを<b>あつめて</b>います。,きってを<b>あつめて</b>います。,I collect stamps.,,,,,Ch 07 - 買い物,Sect 04 - 送る,X,705,0705,JLPT_Tango_N5_0705.mp3,<b>あつめる - Collect</b><div>I collect stamps.</div>
JLPT_Tango_N5_0706,ふうとう,ふうとう,Envelope,[sound:JLPT_Tango_N5_0706.mp3],<b>ふうとう</b>にてがみを入れます。,<b>ふうとう</b>にてがみを 入[い]れます。,I will put the letter in the envelope.,,,,,Ch 07 - 買い物,Sect 04 - 送る,X,706,0706,JLPT_Tango_N5_0706.mp3,<b>Envelope</b><div>I will put the letter in the envelope.</div>
JLPT_Tango_N5_0707,がいこく,がいこく,Foreign Country,[sound:JLPT_Tango_N5_0707.mp3],<b>がいこく</b>にてがみを出します。,<b>がいこく</b>にてがみを 出[だ]します。,I will send a letter to a foreign country.,,,,,Ch 07 - 買い物,Sect 04 - 送る,X,707,0707,JLPT_Tango_N5_0707.mp3,<b>Foreign Country</b><div>I will send a letter to a foreign country.</div>
JLPT_Tango_N5_0708,エアメール,エアメール,Airmail,[sound:JLPT_Tango_N5_0708.mp3],イギリスまで<b>エアメール</b>でおねがいします。,イギリスまで<b>エアメール</b>でおねがいします。,Please send this to Britain by airmail.,,,,,Ch 07 - 買い物,Sect 04 - 送る,X,708,0708,JLPT_Tango_N5_0708.mp3,<b>Airmail</b><div>Please send this to Britain by airmail.</div>
JLPT_Tango_N5_0709,こうくうびん,こうくうびん,Airmail,[sound:JLPT_Tango_N5_0709.mp3],<b>こうくうびん</b>でおくります。,<b>こうくうびん</b>でおくります。,I will send it by airmail.,,,,,Ch 07 - 買い物,Sect 04 - 送る,X,709,0709,JLPT_Tango_N5_0709.mp3,<b>Airmail</b><div>I will send it by airmail.</div>
JLPT_Tango_N5_0710,ふなびん,ふなびん,Surface Mail (ふねで),[sound:JLPT_Tango_N5_0710.mp3],<b>ふなびん</b>でおくります。,<b>ふなびん</b>でおくります。,I will send it by surface mail.,,,,,Ch 07 - 買い物,Sect 04 - 送る,X,710,0710,JLPT_Tango_N5_0710.mp3,<b>Surface Mail (ふねで)</b><div>I will send it by surface mail.</div>
JLPT_Tango_N5_0711,にもつ,にもつ,Package,[sound:JLPT_Tango_N5_0711.mp3],ゆうびんきょくで<b>にもつ</b>をおくります。,ゆうびんきょくで<b>にもつ</b>をおくります。,I will send the package at the post office.,,,,,Ch 07 - 買い物,Sect 04 - 送る,X,711,0711,JLPT_Tango_N5_0711.mp3,<b>Package</b><div>I will send the package at the post office.</div>
JLPT_Tango_N5_0712,おもい,おもい,Heavy,[sound:JLPT_Tango_N5_0712.mp3],このにもつは<b>おもい</b>ですね。,このにもつは<b>おもい</b>ですね。,This package is heavy.,,,,,Ch 07 - 買い物,Sect 04 - 送る,X,712,0712,JLPT_Tango_N5_0712.mp3,<b>Heavy</b><div>This package is heavy.</div>
JLPT_Tango_N5_0713,かるい,かるい,Light,[sound:JLPT_Tango_N5_0713.mp3],このにもつは<b>かるい</b>ですね。,このにもつは<b>かるい</b>ですね。,This package is light.,,,,,Ch 07 - 買い物,Sect 04 - 送る,X,713,0713,JLPT_Tango_N5_0713.mp3,<b>Light</b><div>This package is light.</div>
