Tango Index,Vocab-Japan,Vocab-Furigana,Vocab-English,audio file,Sent-Japan,Sent-Furigana,Sent-English,Alternate,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent,Chap Sort,Tag
JLPT_Tango_N2_0712-005,取引先,取引[とりひき]先[さき],"Client, Customer",[sound:JLPT_Tango_N2_0712-005.mp3],,,,,,,,Related to 取り引き(する),Ch 06 - 会社で,Sect 03 - 仕事,,16.1,Additional
JLPT_Tango_N2_0712-006,クライアント,クライアント,Client,[sound:JLPT_Tango_N2_0712-006.mp3],,,,クライアント-client,2,"外, 名詞, 普通名詞, 一般, *",,Related to 取り引き(する),Ch 06 - 会社で,Sect 03 - 仕事,,16.2,Additional
JLPT_Tango_N2_0713,依頼(する),依頼[いらい](する),Request,[sound:JLPT_Tango_N2_0713.mp3],デザイナーにパンフレットのデザインを依頼する。,デザイナーにパンフレットのデザインを依頼[いらい]する。,I asked the designer to design the pamphlet.,,0,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 06 - 会社で,Sect 03 - 仕事,X,17,Sentence
JLPT_Tango_N2_0714,任せる,任[まか]せる,Put In Charge,[sound:JLPT_Tango_N2_0714.mp3],次のプロジェクトを任された。,次[つぎ]のプロジェクトを任[まか]された。,I was put in charge of the next project.,,3,"和, 動詞, 一般, *, 下一段-サ行",,,Ch 06 - 会社で,Sect 03 - 仕事,X,18,Sentence
JLPT_Tango_N2_0715,引き受ける,引き受[ひきう]ける,Accept,[sound:JLPT_Tango_N2_0715.mp3],仕事の依頼を引き受けた。,仕事[しごと]の依頼[いらい]を引き受[ひきう]けた。,I accepted a job request.,,4,"和, 動詞, 一般, *, 下一段-カ行",,,Ch 06 - 会社で,Sect 03 - 仕事,X,19,Sentence
JLPT_Tango_N2_0716,こなす,こなす,"Manage, Cope With",[sound:JLPT_Tango_N2_0716.mp3],彼女はいつもスマートに仕事をこなす。,彼女[かのじょ]はいつもスマートに仕事[しごと]をこなす。,She always manages her work in a cool manner.,熟す,0,"和, 動詞, 非自立可能, *, 五段-サ行",,,Ch 06 - 会社で,Sect 03 - 仕事,X,20,Sentence
JLPT_Tango_N2_0717,成果,成果[せいか],Achievement,[sound:JLPT_Tango_N2_0717.mp3],上司に仕事の成果をほめられた。,上司[じょうし]に仕事[しごと]の成果[せいか]をほめられた。,My boss commended me for my work's achievement.,,1,"漢, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,Sect 03 - 仕事,X,21,Sentence
JLPT_Tango_N2_0718,達成(する),達成[たっせい](する),Achievement,[sound:JLPT_Tango_N2_0718.mp3],売り上げ目標を達成するために努力している。,売り上[うりあ]げ目標[もくひょう]を達成[たっせい]するために努力[どりょく]している。,I am making efforts to meet the sales target.,,0,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 06 - 会社で,Sect 03 - 仕事,X,22,Sentence
JLPT_Tango_N2_0719,作業(する),作業[さぎょう](する),Work,[sound:JLPT_Tango_N2_0719.mp3],彼は、いつも効率よく作業を進める。,彼[かれ]は、いつも効率[こうりつ]よく作業[さぎょう]を進[すす]める。,He is always efficient in the way he works.,,1,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 06 - 会社で,Sect 03 - 仕事,X,23,Sentence
JLPT_Tango_N2_0720,保留(する),保留[ほりゅう](する),"Withhold, On Hold",[sound:JLPT_Tango_N2_0720.mp3],この件は、しばらく保留させてください。,この件[けん]は、しばらく保留[ほりゅう]させてください。,Please let me think about this case for a while.,,0,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 06 - 会社で,Sect 03 - 仕事,X,24,Sentence
JLPT_Tango_N2_0721,やり直す,やり直す,Redo,[sound:JLPT_Tango_N2_0721.mp3],ミスが見つかったので、もう一度やり直した。,ミスが見[み]つかったので、もう一[いち]度[ど]やり直した。,I found a mistake so I redid it.,遣り直す,4,"和, 動詞, 一般, *, 五段-サ行",,,Ch 06 - 会社で,Sect 03 - 仕事,X,25,Sentence
JLPT_Tango_N2_0722,件,件[けん],Case,[sound:JLPT_Tango_N2_0722.mp3],先日の件、お返事が遅れ、申し訳ございませんでした。,先日[せんじつ]の件[けん]、お返事[へんじ]が遅[おく]れ、申し訳[もうしわけ]ございませんでした。,I'm sorry it took so long to respond to the earlier case.,,1,"漢, 名詞, 普通名詞, 助数詞可能, *",,,Ch 06 - 会社で,Sect 03 - 仕事,X,26,Sentence
JLPT_Tango_N2_0722-005,件名,件名[けんめい],Name Of A Case,[sound:JLPT_Tango_N2_0722-005.mp3],,,,,0,"漢, 名詞, 普通名詞, 一般, *",,Related to 件,Ch 06 - 会社で,Sect 03 - 仕事,,26.1,Additional
JLPT_Tango_N2_0723,急用,急用[きゅうよう],Emergency,[sound:JLPT_Tango_N2_0723.mp3],急用ができ、午後の会議に出られなくなった。,急用[きゅうよう]ができ、午後[ごご]の会議[かいぎ]に出[で]られなくなった。,"Something came up suddenly, so I won't be able to attend the afternoon meeting.",,0,"漢, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,Sect 03 - 仕事,X,27,Sentence
JLPT_Tango_N2_0724,至急,至急[しきゅう],Urgently,[sound:JLPT_Tango_N2_0724.mp3],至急、この資料をコピーしてください。,至急[しきゅう]、この資料[しりょう]をコピーしてください。,Please quickly copy this reference material.,,0,"漢, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,Sect 03 - 仕事,X,28,Sentence
JLPT_Tango_N2_0724-005,大至急,大[だい]至急[しきゅう],Very urgently,[sound:JLPT_Tango_N2_0724-005.mp3],,,,,,,,Related to 至急,Ch 06 - 会社で,Sect 03 - 仕事,,28.1,Additional
JLPT_Tango_N2_0725,手順,手順[てじゅん],Process,[sound:JLPT_Tango_N2_0725.mp3],仕事の手順を早く覚えたい。,仕事[しごと]の手順[てじゅん]を早[はや]く覚[おぼ]えたい。,I want to quickly learn how to do my job.,,"0,1","混, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,Sect 03 - 仕事,X,29,Sentence
JLPT_Tango_N2_0726,移動(する),移動[いどう](する),Moving,[sound:JLPT_Tango_N2_0726.mp3],今移動中なので、後で連絡します。,今[いま]移動[いどう]中[ちゅう]なので、後[あと]で連絡[れんらく]します。,I'm on the move now so I will call back later.,,0,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 06 - 会社で,Sect 03 - 仕事,X,30,Sentence
JLPT_Tango_N2_0727,大工,大工[だいく],Carpenter,[sound:JLPT_Tango_N2_0727.mp3],大工になって、自分の家を建てたい。,大工[だいく]になって、自分[じぶん]の家[いえ]を建[た]てたい。,I want to become a carpenter and build my own house.,,1,"漢, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,Sect 03 - 仕事,X,31,Sentence
JLPT_Tango_N2_0728,ガードマン,ガードマン,Security Guard,[sound:JLPT_Tango_N2_0728.mp3],身分証明書を忘れて、ガードマンに止められた。,身分[みぶん]証明[しょうめい]書[しょ]を忘[わす]れて、ガードマンに止[と]められた。,"I forgot my identification, and the security guard stopped me.",,,,,,Ch 06 - 会社で,Sect 03 - 仕事,X,32,Sentence
JLPT_Tango_N2_0729,地位,地位[ちい],Position,[sound:JLPT_Tango_N2_0729.mp3],地位の高い人とは少し話しにくい。,地位[ちい]の高[たか]い人[ひと]とは少[すこ]し話[はな]しにくい。,It's a little difficult to speak to someone important.,,1,"漢, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,Sect 04 - 上下関係,X,1,Sentence
JLPT_Tango_N2_0729-005,身分,身分[みぶん],One's Social Standing,[sound:JLPT_Tango_N2_0729-005.mp3],,,,,,,,Related to 地位,Ch 06 - 会社で,Sect 04 - 上下関係,,1.1,Additional
JLPT_Tango_N2_0729-006,肩書き,肩書[かたが]き,One's Title,[sound:JLPT_Tango_N2_0729-006.mp3],,,,,"0,4","和, 名詞, 普通名詞, 一般, *",,Related to 地位,Ch 06 - 会社で,Sect 04 - 上下関係,,1.2,Additional
JLPT_Tango_N2_0730,目上,目上[めうえ],Someone Who Is Your Senior,[sound:JLPT_Tango_N2_0730.mp3],目上の人には敬語を使わないと失礼だ。,目上[めうえ]の人[ひと]には敬語[けいご]を使[つか]わないと失礼[しつれい]だ。,You need to speak in the honorific language to someone who is your senior.,,"0,3","和, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,Sect 04 - 上下関係,X,2,Sentence
JLPT_Tango_N2_0730-005,目下,目下[めした],Someone Who Is Your Junior,[sound:JLPT_Tango_N2_0730-005.mp3],,,,,"0,3","和, 名詞, 普通名詞, 一般, *",,Related to 目上,Ch 06 - 会社で,Sect 04 - 上下関係,,,Additional
JLPT_Tango_N2_0731,敬意,敬意[けいい],Sense Of Respect,[sound:JLPT_Tango_N2_0731.mp3],あの若者はお年寄りに敬意を持って話す。,あの若者[わかもの]はお年寄[としよ]りに敬意[けいい]を持[も]って話[はな]す。,That young person speaks to the elderly with respect.,,1,"漢, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,Sect 04 - 上下関係,X,3,Sentence
JLPT_Tango_N2_0732,敬う,敬[うやま]う,Respect,[sound:JLPT_Tango_N2_0732.mp3],目上の人を心から敬う。,目上[めうえ]の人[ひと]を心[こころ]から敬[うやま]う。,Sincerely respect someone who is your senior.,,3,"和, 動詞, 一般, *, 五段-ワア行",,,Ch 06 - 会社で,Sect 04 - 上下関係,X,4,Sentence
JLPT_Tango_N2_0733,的確な,的確[てきかく]な,Accurate,[sound:JLPT_Tango_N2_0733.mp3],先輩の的確なアドバイスは、ありがたい。,先輩[せんぱい]の的確[てきかく]なアドバイスは、ありがたい。,I am greateful for the shrewd advice from my senior co-worker.,的確,0,"漢, 形状詞, 一般, *, *",,,Ch 06 - 会社で,Sect 04 - 上下関係,X,5,Sentence
JLPT_Tango_N2_0734,忠告(する),忠告[ちゅうこく](する),Warning,[sound:JLPT_Tango_N2_0734.mp3],祖父の忠告は今も役に立っている。,祖父[そふ]の忠告[ちゅうこく]は今[いま]も役[やく]に立[た]っている。,My grandfather's advice is still valuable to me today.,,0,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 06 - 会社で,Sect 04 - 上下関係,X,6,Sentence
JLPT_Tango_N2_0734-005,アドバイス(する),アドバイス(する),Advice,[sound:JLPT_Tango_N2_0734-005.mp3],,,,アドバイス-advice,"1,3","外, 名詞, 普通名詞, サ変可能, *",,Related to 忠告(する),Ch 06 - 会社で,Sect 04 - 上下関係,,6.1,Additional
JLPT_Tango_N2_0735,サポート(する),サポート(する),Support,[sound:JLPT_Tango_N2_0735.mp3],新入社員は先輩達にサポートしてもらう。,新入[しんにゅう]社員[しゃいん]は先輩[せんぱい]達[たち]にサポートしてもらう。,New employees will be supported by senior co-workers.,サポート-support,2,"外, 名詞, 普通名詞, サ変可能, *",,,Ch 06 - 会社で,Sect 04 - 上下関係,X,7,Sentence
JLPT_Tango_N2_0736,いばる,いばる,By Bossy,[sound:JLPT_Tango_N2_0736.mp3],部下に対していばる上司には、なりたくない。,部下[ぶか]に対[たい]していばる上司[じょうし]には、なりたくない。,I don't want to be a boss that bosses around his subordinates.,威張る,2,"混, 動詞, 一般, *, 五段-ラ行",,,Ch 06 - 会社で,Sect 04 - 上下関係,X,8,Sentence
JLPT_Tango_N2_0737,押し付ける,押し付[おしつ]ける,Press,[sound:JLPT_Tango_N2_0737.mp3],先輩に仕事を押し付けられた。,先輩[せんぱい]に仕事[しごと]を押し付[おしつ]けられた。,A senior co-worker forced an assignment on me.,,4,"和, 動詞, 一般, *, 下一段-カ行",,,Ch 06 - 会社で,Sect 04 - 上下関係,X,9,Sentence
JLPT_Tango_N2_0738,ご無沙汰(する),ご無[む]沙汰[さた](する),Not In Contact For A long Time,[sound:JLPT_Tango_N2_0738.mp3],先生、久しくご無沙汰しております。,先生[せんせい]、久[ひさ]しくご無[む]沙汰[さた]しております。,"Sir, I'm glad to see you after a long time. ",,,,,,Ch 06 - 会社で,Sect 04 - 上下関係,X,10,Sentence
JLPT_Tango_N2_0739,恐縮(する),恐縮[きょうしゅく](する),"Feel Ashamed, Feel Humbled, Feel Obliged",[sound:JLPT_Tango_N2_0739.mp3],ご無沙汰している先生から連絡があり、恐縮した。,ご無[む]沙汰[さた]している先生[せんせい]から連絡[れんらく]があり、恐縮[きょうしゅく]した。,I felt ashamed when my teacher who I haven't contacted for a long time called me up.,,0,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 06 - 会社で,Sect 04 - 上下関係,X,11,Sentence
JLPT_Tango_N2_0740,信頼(する),信頼[しんらい](する),Trust,[sound:JLPT_Tango_N2_0740.mp3],あの先輩は信頼できる人だと思う。,あの先輩[せんぱい]は信頼[しんらい]できる人[ひと]だと思[おも]う。,I believe that senior co-worker can be trusted.,,0,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 06 - 会社で,Sect 04 - 上下関係,X,12,Sentence
JLPT_Tango_N2_0741,従う,従[したが]う,Follow,[sound:JLPT_Tango_N2_0741.mp3],社員は会社の規則に従わなければならない。,社員[しゃいん]は会社[かいしゃ]の規則[きそく]に従[したが]わなければならない。,Employees must follow company rules.,,"0,3","和, 動詞, 一般, *, 五段-ワア行",,,Ch 06 - 会社で,Sect 04 - 上下関係,X,13,Sentence
JLPT_Tango_N2_0742,うなずく,うなずく,Nod,[sound:JLPT_Tango_N2_0742.mp3],上司は私の話を、いつもうなずきながら聞いてくれる。,上司[じょうし]は私[わたし]の話[はなし]を、いつもうなずきながら聞[き]いてくれる。,My boss always nods in acknowledgement as he listens to me talking.,頷く,"3,0","和, 動詞, 一般, *, 五段-カ行",,,Ch 06 - 会社で,Sect 04 - 上下関係,X,14,Sentence
JLPT_Tango_N2_0743,反論(する),反論[はんろん](する),Argue,[sound:JLPT_Tango_N2_0743.mp3],会社のために上司の意見に反論した。,会社[かいしゃ]のために上司[じょうし]の意見[いけん]に反論[はんろん]した。,I argued with my boss for the sake of the company.,,0,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 06 - 会社で,Sect 04 - 上下関係,X,15,Sentence
JLPT_Tango_N2_0744,わびる,わびる,Apologize,[sound:JLPT_Tango_N2_0744.mp3],仕事のミスを上司にわびた。,仕事[しごと]のミスを上司[じょうし]にわびた。,I apologized for my mistake at work to my boss.,詫びる,"2,0","和, 動詞, 一般, *, 上一段-バ行",,,Ch 06 - 会社で,Sect 04 - 上下関係,X,16,Sentence
JLPT_Tango_N2_0744-005,おわび,おわび,Apology,[sound:JLPT_Tango_N2_0744-005.mp3],,,,,,,,Related to わびる,Ch 06 - 会社で,Sect 04 - 上下関係,,16.1,Additional
JLPT_Tango_N2_0745,やる気,やる気,Eagerness,[sound:JLPT_Tango_N2_0745.mp3],上司にやる気をアピールして、プロジェクトに参加した。,上司[じょうし]にやる気をアピールして、プロジェクトに参加[さんか]した。,I showed my eagerness to my boss and was able to take part in the project.,遣る気,0,"混, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,Sect 04 - 上下関係,X,17,Sentence
JLPT_Tango_N2_0746,お世辞,お世辞[せじ],Flattery,[sound:JLPT_Tango_N2_0746.mp3],あの人はお世辞がうまい。,あの人[ひと]はお世辞[せじ]がうまい。,He is good at flattery.,,,,,,Ch 06 - 会社で,Sect 04 - 上下関係,X,18,Sentence
JLPT_Tango_N2_0747,ごまをする,ごまをする,Flatter,[sound:JLPT_Tango_N2_0747.mp3],上司にごまをするなんて嫌だ。,上司[じょうし]にごまをするなんて嫌[いや]だ。,I don't want to curry favor with my boss.,,,,,,Ch 06 - 会社で,Sect 04 - 上下関係,X,19,Sentence
JLPT_Tango_N2_0747-005,ごますり,ごますり,Flatterer,[sound:JLPT_Tango_N2_0747-005.mp3],,,,,,,,Related to ごまをする,Ch 06 - 会社で,Sect 04 - 上下関係,,19.1,Additional
JLPT_Tango_N2_0748,上等な,上等[じょうとう]な,Good Quality,[sound:JLPT_Tango_N2_0748.mp3],夏と冬に、クライアントに上等なワインを贈る。,夏[なつ]と冬[ふゆ]に、クライアントに上等[じょうとう]なワインを贈[おく]る。,I send expensive wine to my clients in the summer and winter.,上等,0,"漢, 名詞, 普通名詞, 形状詞可能, *",,,Ch 06 - 会社で,Sect 04 - 上下関係,X,20,Sentence
JLPT_Tango_N2_0748-005,高級な,高級[こうきゅう]な,High Class,[sound:JLPT_Tango_N2_0748-005.mp3],,,,高級,0,"漢, 名詞, 普通名詞, 形状詞可能, *",,Related to 上等な,Ch 06 - 会社で,Sect 04 - 上下関係,,20.1,Additional
JLPT_Tango_N2_0749,苦痛,苦痛[くつう],Pain,[sound:JLPT_Tango_N2_0749.mp3],残業が毎日続くのは苦痛だ。,残業[ざんぎょう]が毎日[まいにち]続[つづ]くのは苦痛[くつう]だ。,Working overtime every day is stressful.,,"0,2","漢, 名詞, 普通名詞, 形状詞可能, *",,,Ch 06 - 会社で,Sect 04 - 上下関係,X,21,Sentence
JLPT_Tango_N2_0750,夫人,夫人[ふじん],"Wife Of, Mrs.",[sound:JLPT_Tango_N2_0750.mp3],今日、部長夫人に初めてお会いした。,今日[きょう]、部長[ぶちょう]夫人[ふじん]に初[はじ]めてお会[あ]いした。,I met the manager's wife today for the first time.,,0,"漢, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,Sect 04 - 上下関係,X,22,Sentence
JLPT_Tango_N2_0750-005,婦人,婦人[ふじん],Woman,[sound:JLPT_Tango_N2_0750-005.mp3],,,,,,,,Related to 夫人,Ch 06 - 会社で,Sect 04 - 上下関係,,22.1,Additional
JLPT_Tango_N2_0751,ベテラン,ベテラン,Veteran,[sound:JLPT_Tango_N2_0751.mp3],ベテランの上司にクライアントの情報を教えてもらう。,ベテランの上司[じょうし]にクライアントの情報[じょうほう]を教[おし]えてもらう。,My veteran boss will give me information about the client.,ベテラン-veteran,0,"外, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,Sect 04 - 上下関係,X,23,Sentence
JLPT_Tango_N2_0752,平社員,平[たいら]社員[しゃいん],Employee With No Title,[sound:JLPT_Tango_N2_0752.mp3],入社５年だが、まだ平社員だ。,入社[にゅうしゃ]５年[ねん]だが、まだ平[たいら]社員[しゃいん]だ。,I've been with the company for five years now but I still have no title.,,,,,,Ch 06 - 会社で,Sect 04 - 上下関係,X,24,Sentence
JLPT_Tango_N2_0752-101,作家,作家[さっか],Author,[sound:JLPT_Tango_N2_0752-101.mp3],,,,,"0,1","漢, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,これも覚えよう！17 - 接辞：職業等：～家（芸術的に優れた人）,,,Remember
JLPT_Tango_N2_0752-102,画家,画家[がか],Painter,[sound:JLPT_Tango_N2_0752-102.mp3],,,,,0,"漢, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,これも覚えよう！17 - 接辞：職業等：～家（芸術的に優れた人）,,,Remember
JLPT_Tango_N2_0752-103,芸術家,芸術[げいじゅつ]家[か],Artist,[sound:JLPT_Tango_N2_0752-103.mp3],,,,,,,,,Ch 06 - 会社で,これも覚えよう！17 - 接辞：職業等：～家（芸術的に優れた人）,,,Remember
JLPT_Tango_N2_0752-104,作曲家,作曲[さっきょく]家[か],Composer,[sound:JLPT_Tango_N2_0752-104.mp3],,,,,,,,,Ch 06 - 会社で,これも覚えよう！17 - 接辞：職業等：～家（芸術的に優れた人）,,,Remember
JLPT_Tango_N2_0752-105,建築家,建築[けんちく]家[か],Architect,[sound:JLPT_Tango_N2_0752-105.mp3],,,,,,,,,Ch 06 - 会社で,これも覚えよう！17 - 接辞：職業等：～家（芸術的に優れた人）,,,Remember
JLPT_Tango_N2_0752-106,漫画家,漫画[まんが]家[か],Cartoonist,[sound:JLPT_Tango_N2_0752-106.mp3],,,,,,,,,Ch 06 - 会社で,これも覚えよう！17 - 接辞：職業等：～家（芸術的に優れた人）,,,Remember
JLPT_Tango_N2_0752-201,医者,医者[いしゃ],Doctor,[sound:JLPT_Tango_N2_0752-201.mp3],,,,,0,"漢, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,これも覚えよう！17 - 接辞：職業等：～者（あることを専門的にする人）,,,Remember
JLPT_Tango_N2_0752-202,記者,記者[きしゃ],Reporter,[sound:JLPT_Tango_N2_0752-202.mp3],,,,,"1,2","漢, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,これも覚えよう！17 - 接辞：職業等：～者（あることを専門的にする人）,,,Remember
JLPT_Tango_N2_0752-203,科学者,科学[かがく]者[しゃ],Scientist,[sound:JLPT_Tango_N2_0752-203.mp3],,,,,,,,,Ch 06 - 会社で,これも覚えよう！17 - 接辞：職業等：～者（あることを専門的にする人）,,,Remember
JLPT_Tango_N2_0752-204,学者,学者[がくしゃ],Scholar,[sound:JLPT_Tango_N2_0752-204.mp3],,,,,0,"漢, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,これも覚えよう！17 - 接辞：職業等：～者（あることを専門的にする人）,,,Remember
JLPT_Tango_N2_0752-205,役者,役者[やくしゃ],Actor,[sound:JLPT_Tango_N2_0752-205.mp3],,,,,0,"漢, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,これも覚えよう！17 - 接辞：職業等：～者（あることを専門的にする人）,,,Remember
JLPT_Tango_N2_0752-301,学界,学界[がっかい],Academic World,[sound:JLPT_Tango_N2_0752-301.mp3],,,,,0,"漢, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,これも覚えよう！17 - 接辞：職業等：～界（社会の分野）,,,Remember
JLPT_Tango_N2_0752-302,政界,政界[せいかい],World of Politics,[sound:JLPT_Tango_N2_0752-302.mp3],,,,,0,"漢, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,これも覚えよう！17 - 接辞：職業等：～界（社会の分野）,,,Remember
JLPT_Tango_N2_0752-303,財界,財界[ざいかい],Financial World,[sound:JLPT_Tango_N2_0752-303.mp3],,,,,0,"漢, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,これも覚えよう！17 - 接辞：職業等：～界（社会の分野）,,,Remember
JLPT_Tango_N2_0752-304,芸能界,芸能[げいのう]界[かい],Entertainment World,[sound:JLPT_Tango_N2_0752-304.mp3],,,,,,,,,Ch 06 - 会社で,これも覚えよう！17 - 接辞：職業等：～界（社会の分野）,,,Remember
JLPT_Tango_N2_0752-305,医学界,医学[いがく]界[かい],Medical World,[sound:JLPT_Tango_N2_0752-305.mp3],,,,,,,,,Ch 06 - 会社で,これも覚えよう！17 - 接辞：職業等：～界（社会の分野）,,,Remember
JLPT_Tango_N2_0752-306,業界,業界[ぎょうかい],"Industry, Industrial World",[sound:JLPT_Tango_N2_0752-306.mp3],,,,,0,"漢, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,これも覚えよう！17 - 接辞：職業等：～界（社会の分野）,,,Remember
JLPT_Tango_N2_0753,退職(する),退職[たいしょく](する),Resignation,[sound:JLPT_Tango_N2_0753.mp3],来月で今の会社を退職する。,来月[らいげつ]で今[いま]の会社[かいしゃ]を退職[たいしょく]する。,I will quit this company next month.,,0,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 06 - 会社で,Sect 05 - 退職・転職,X,1,Sentence
JLPT_Tango_N2_0753-005,退職届,退職[たいしょく]届[とどけ],Letter Of Resignation,[sound:JLPT_Tango_N2_0753-005.mp3],,,,,,,,Related to 退職(する),Ch 06 - 会社で,Sect 05 - 退職・転職,,1.1,Additional
JLPT_Tango_N2_0753-006,退職金,退職[たいしょく]金[きん],Severance Pay,[sound:JLPT_Tango_N2_0753-006.mp3],,,,,,,,Related to 退職(する),Ch 06 - 会社で,Sect 05 - 退職・転職,,1.2,Additional
JLPT_Tango_N2_0753-007,定年退職(する),定年[ていねん]退職[たいしょく](する),Retirement,[sound:JLPT_Tango_N2_0753-007.mp3],,,,,,,,Related to 退職(する),Ch 06 - 会社で,Sect 05 - 退職・転職,,1.3,Additional
JLPT_Tango_N2_0753-008,辞める,辞[や]める,Resignation,[sound:JLPT_Tango_N2_0753-008.mp3],,,,止める,0,"和, 動詞, 一般, *, 下一段-マ行",,Related to 退職(する),Ch 06 - 会社で,Sect 05 - 退職・転職,,,Additional
JLPT_Tango_N2_0754,転職(する),転職[てんしょく](する),Changing Jobs,[sound:JLPT_Tango_N2_0754.mp3],もっとかせげる会社に転職したい。,もっとかせげる会社[かいしゃ]に転職[てんしょく]したい。,I want to move to a company where I can earn more money.,,0,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 06 - 会社で,Sect 05 - 退職・転職,X,2,Sentence
JLPT_Tango_N2_0755,首になる,首[くび]になる,"Be Fired, Get Sacked",[sound:JLPT_Tango_N2_0755.mp3],先週、会社を首になってしまった。,先週[せんしゅう]、会社[かいしゃ]を首[くび]になってしまった。,I was fired last week.,,,,,,Ch 06 - 会社で,Sect 05 - 退職・転職,X,3,Sentence
JLPT_Tango_N2_0756,リストラ(する),リストラ(する),Layoff,[sound:JLPT_Tango_N2_0756.mp3],会社の売り上げが下がり、リストラされた。,会社[かいしゃ]の売り上[うりあ]げが下[さ]がり、リストラされた。,"Company sales dropped, and I was laid off.",リストラ-restructuring,0,"外, 名詞, 普通名詞, サ変可能, *",,,Ch 06 - 会社で,Sect 05 - 退職・転職,X,4,Sentence
JLPT_Tango_N2_0757,独立(する),独立[どくりつ](する),Starting One's Own Business,[sound:JLPT_Tango_N2_0757.mp3],いつか独立して、自分の会社を持ちたい。,いつか独立[どくりつ]して、自分[じぶん]の会社[かいしゃ]を持[も]ちたい。,"One day, I want to start my own business and run my own company.",,0,"漢, 名詞, 普通名詞, サ変形状詞可能, *",,,Ch 06 - 会社で,Sect 05 - 退職・転職,X,5,Sentence
JLPT_Tango_N2_0758,着々(と),着々[ちゃくちゃく](と),Steadily,[sound:JLPT_Tango_N2_0758.mp3],独立する準備を着々と進めている。,独立[どくりつ]する準備[じゅんび]を着々[ちゃくちゃく]と進[すす]めている。,I am steadily preparing to start my own business.,,0,"漢, 副詞, *, *, *",,,Ch 06 - 会社で,Sect 05 - 退職・転職,X,6,Sentence
JLPT_Tango_N2_0759-001,フリー(な),フリー(な),Free / Freely,[sound:JLPT_Tango_N2_0759-001.mp3],① 今はフリーで仕事をしている。,① 今[いま]はフリーで仕事[しごと]をしている。,① I am now freelancing.,フリー-free,2,"外, 名詞, 普通名詞, 形状詞可能, *",,① Not belonging anywhere,Ch 06 - 会社で,Sect 05 - 退職・転職,X,7,Sentence
JLPT_Tango_N2_0759-002,フリー(な),フリー(な),Free / Freely,[sound:JLPT_Tango_N2_0759-002.mp3],② この雑誌はフリーです。ご自由にどうぞ。,② この雑誌[ざっし]はフリーです。ご自由[じゆう]にどうぞ。,② This magazine is free. Please go ahead and take it.,フリー-free,2,"外, 名詞, 普通名詞, 形状詞可能, *",,② Free,Ch 06 - 会社で,Sect 05 - 退職・転職,X,8,Sentence
JLPT_Tango_N2_0759-005,フリーダイヤル,フリーダイヤル,Toll-free Number,[sound:JLPT_Tango_N2_0759-005.mp3],,,,,,,,Related to ② フリー(な),Ch 06 - 会社で,Sect 05 - 退職・転職,,8.1,Additional
JLPT_Tango_N2_0760,不平,不平[ふへい],"Complaint, Gripes",[sound:JLPT_Tango_N2_0760.mp3],彼は会社への不平を並べた末、辞めた。,彼[かれ]は会社[かいしゃ]への不平[ふへい]を並[なら]べた末[すえ]、辞[や]めた。,He quit after complaining about the company.,,0,"漢, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,Sect 05 - 退職・転職,X,9,Sentence
JLPT_Tango_N2_0760-005,不平不満,不平[ふへい]不満[ふまん],"Discontent, Grumbling",[sound:JLPT_Tango_N2_0760-005.mp3],,,,,,,,Related to 不平,Ch 06 - 会社で,Sect 05 - 退職・転職,,9.1,Additional
